,name,gas,pressure,temp,cutoff,path,Average loading absolute [mol/kg framework],Average loading excess [mol/kg framework],Average loading absolute [molecules/unit cell],Average loading excess [molecules/unit cell]
0,DITYEM_clean,CO2,5.0,293.15,14.0,DITYEM_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,0.5741018235,0.5741018235,0.4309614583,0.4309614583
1,XOPLOE_clean,CO2,5.0,293.15,14.0,XOPLOE_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,9.7259200796,9.7259200796,24.8794375,24.8794375
2,XALCUJ_clean,CO2,5.0,293.15,14.0,XALCUJ_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,3.8579021041,3.8579021041,33.667525,33.667525
3,XADDEN_manual,CO2,5.0,293.15,14.0,XADDEN_manual_CO2_293.15K_5.0bar_14.0/Output/System_0,13.4614499976,13.4614499976,32.56980625,32.56980625
4,QAVPIO_clean,CO2,5.0,293.15,14.0,QAVPIO_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,3.720690248,3.720690248,2.1683548611,2.1683548611
5,NAHHAI_clean,CO2,5.0,293.15,14.0,NAHHAI_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,3.1752387003,3.1752387003,2.9972180556,2.9972180556
6,ZOFZUR_clean,CO2,5.0,293.15,14.0,ZOFZUR_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,22.0609672148,22.0609672148,220.490225,220.490225
7,c6cc00589f_c6cc00589f2_clean,CO2,5.0,293.15,14.0,c6cc00589f_c6cc00589f2_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,5.7201675148,5.7201675148,16.30938125,16.30938125
8,XEXMEU_clean,CO2,5.0,293.15,14.0,XEXMEU_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,4.6006104425,4.6006104425,7.8336625,7.8336625
9,TOFTIT_clean,CO2,5.0,293.15,14.0,TOFTIT_clean_CO2_293.15K_5.0bar_14.0/Output/System_0,18.806955589,18.806955589,150.93865,150.93865
